id,uuid,event,value,created
391227595,1605598859057,referrer,Adwords,2021-09-09 12:31:59.000000
391224915,1600423411036,goto,269967,2021-09-09 12:31:58.000000
391224911,1612363972232,product_view,424174,2021-09-09 12:31:57.000000
391224912,1630860888108,goto,423306,2021-09-09 12:31:57.000000
391224913,1626247503633,product_view,322196,2021-09-09 12:31:57.000000
391224914,1544134055519,product_view,338766,2021-09-09 12:31:57.000000
391224908,1631183516350,product_view,385210,2021-09-09 12:31:56.000000
391224909,1619527196668,offers_view,https://prisguiden.no/tilbud?o=60,2021-09-09 12:31:56.000000
391224910,1630192181471,product_view,515200,2021-09-09 12:31:56.000000
391227588,1631183516350,referrer,https://www.google.dk/,2021-09-09 12:31:56.000000
391227589,1630682820505,referrer,direct,2021-09-09 12:31:56.000000
391227591,1626247503633,referrer,utm_source: pricealert,2021-09-09 12:31:56.000000
391227592,1612363972232,referrer,https://www.google.com/,2021-09-09 12:31:56.000000
391224901,1624392320471,frontpage_view,undefined,2021-09-09 12:31:55.000000
391224902,0,product_view,390223,2021-09-09 12:31:55.000000
391224903,1631183501441,product_view,400227,2021-09-09 12:31:55.000000
391224904,1631183511781,product_view,273191,2021-09-09 12:31:55.000000
391224905,1621414478726,frontpage_view,undefined,2021-09-09 12:31:55.000000
391224906,1631029141989,product_view,409048,2021-09-09 12:31:55.000000
391224907,0,product_view,323963,2021-09-09 12:31:55.000000
391227587,1631029141989,referrer,Adwords,2021-09-09 12:31:55.000000
391224897,1607437797575,product_view,345839,2021-09-09 12:31:54.000000
391224898,1611918317241,product_view,292289,2021-09-09 12:31:54.000000
391224899,1620284840393,offers_view,https://prisguiden.no/tilbud?f%5Bc%5D%5B%5D=117,2021-09-09 12:31:54.000000
391224900,1624273043024,product_view,362844,2021-09-09 12:31:54.000000
391227583,1622762678275,referrer,https://prisguiden.no/kategorier/hodetelefoner?s=test_rating%20desc,2021-09-09 12:31:54.000000
391227584,1624273043024,referrer,Adwords,2021-09-09 12:31:54.000000
391227585,1624392320471,referrer,direct,2021-09-09 12:31:54.000000
391227586,1621414478726,referrer,direct,2021-09-09 12:31:54.000000
391224895,1603723552968,product_view,326810,2021-09-09 12:31:53.000000
391224896,1624865681445,product_view,305640,2021-09-09 12:31:53.000000
391227582,1607437797575,referrer,https://www.google.com/,2021-09-09 12:31:53.000000
391224891,1575460770933,product_view,402579,2021-09-09 12:31:52.000000
391224892,1601655000426,product_view,468817,2021-09-09 12:31:52.000000
391224893,1631183512384,product_view,444582,2021-09-09 12:31:52.000000
391224894,1631097118780,product_view,516642,2021-09-09 12:31:52.000000
391227579,1593252120921,referrer,https://www.google.com/,2021-09-09 12:31:52.000000
391227580,1631051063480,referrer,https://prisguiden.no/produkt/arlo-pro-3-3-kameraer-og-smarthub-422473,2021-09-09 12:31:52.000000
391227581,1631183512384,referrer,Adwords,2021-09-09 12:31:52.000000
391224888,1622195848302,product_view,437476,2021-09-09 12:31:51.000000
391224889,1622552277539,offers_view,https://prisguiden.no/tilbud?s=offer_ratio%20asc&f%5Bb%5D=1&f%5Bs%5D%5B%5D=514&f%5Bs%5D%5B%5D=852&f%,2021-09-09 12:31:51.000000
391224890,1631183493862,goto,343773,2021-09-09 12:31:51.000000
391227577,1622195848302,referrer,https://www.google.com/,2021-09-09 12:31:51.000000
391227578,1631183511781,referrer,https://www.google.no,2021-09-09 12:31:51.000000
391224886,1630860888108,product_view,423306,2021-09-09 12:31:50.000000
391224887,1620284840393,offers_view,undefined,2021-09-09 12:31:50.000000
391227576,1630860888108,referrer,https://www.google.no,2021-09-09 12:31:50.000000
391224882,1591374155665,product_view,434324,2021-09-09 12:31:49.000000
391224883,1631183509256,frontpage_view,undefined,2021-09-09 12:31:49.000000
391224884,1592576111824,product_view,386426,2021-09-09 12:31:49.000000
391224885,1631135780575,product_view,430385,2021-09-09 12:31:49.000000
391227574,1631183509256,referrer,https://www.google.com/,2021-09-09 12:31:49.000000
391227575,1631135780575,referrer,Adwords,2021-09-09 12:31:49.000000
391224879,1631183506762,product_view,240449,2021-09-09 12:31:47.000000
391224880,1614797566116,offers_view,undefined,2021-09-09 12:31:47.000000
391224881,1595850842129,product_view,344402,2021-09-09 12:31:47.000000
391227573,1631183506762,referrer,https://www.google.com/,2021-09-09 12:31:47.000000
391224877,1631183221544,product_view,466016,2021-09-09 12:31:46.000000
391224878,1623056354778,product_view,132981,2021-09-09 12:31:46.000000
391227571,1595850842129,referrer,https://www.google.com/,2021-09-09 12:31:46.000000
391227572,1623056354778,referrer,https://www.google.com/,2021-09-09 12:31:46.000000
391224873,1629798339076,product_view,290920,2021-09-09 12:31:45.000000
391224874,1589393913330,product_view,508150,2021-09-09 12:31:45.000000
391224875,1631183349628,product_view,502169,2021-09-09 12:31:45.000000
391224876,1606030043024,frontpage_view,undefined,2021-09-09 12:31:45.000000
391227570,1631183504995,referrer,https://www.google.no,2021-09-09 12:31:45.000000
391224870,1600423411036,product_view,269967,2021-09-09 12:31:44.000000
391224871,1631183504115,product_view,246928,2021-09-09 12:31:44.000000
391224872,1614797566116,frontpage_view,undefined,2021-09-09 12:31:44.000000
391227567,1614797566116,referrer,direct,2021-09-09 12:31:44.000000
391227568,1631183504360,referrer,http://m.facebook.com,2021-09-09 12:31:44.000000
391227569,1631183504115,referrer,https://www.google.no,2021-09-09 12:31:44.000000
391224869,1573586889824,product_view,318662,2021-09-09 12:31:43.000000
391227565,1631183502302,referrer,direct,2021-09-09 12:31:43.000000
391227566,1600423411036,referrer,https://www.google.com/,2021-09-09 12:31:43.000000
391224866,1630945096235,product_view,307098,2021-09-09 12:31:42.000000
391224867,1617775473779,goto,398053,2021-09-09 12:31:42.000000
391224868,1631105895836,product_view,198187,2021-09-09 12:31:42.000000
391227562,1630945096235,referrer,https://www.google.no,2021-09-09 12:31:42.000000
391227563,1631183502338,referrer,https://www.google.com/,2021-09-09 12:31:42.000000
391227564,1606030043024,referrer,Android-App,2021-09-09 12:31:42.000000
391224864,1583508687513,product_view,222983,2021-09-09 12:31:41.000000
391224865,1630327503714,goto,Unknown product-id,2021-09-09 12:31:41.000000
