product_id,category_id,main
501501,11535,1
518300,12888,1
422810,11528,1
467330,11330,1
479141,11599,1
511424,11894,1
518121,12888,1
259832,11679,1
372141,12174,1
429074,12888,1
455775,13150,1
496738,11996,1
351284,12322,1
445436,10324,1
468887,11894,1
340797,11599,1
406652,12888,1
415396,11535,1
436396,11534,1
445432,11535,1
350736,12322,1
445596,11535,1
445628,11535,1
518171,12888,1
429401,12888,1
439483,10125,1
496637,11996,1
502492,11894,1
518175,12888,1
429380,12888,1
443615,11663,1
445612,11535,1
468459,11894,1
518222,12888,1
405371,11597,1
500019,11707,1
517462,11423,1
381925,11708,1
382227,11663,1
389909,10330,1
438583,10120,1
443644,11663,1
457519,13163,1
472381,11707,1
481864,11894,1
390008,10324,1
457606,13163,1
518248,12888,1
370975,11423,1
371102,11423,1
372065,12174,1
382514,11708,1
432183,11423,1
379821,10328,1
416780,11423,1
431791,12910,1
467898,11644,1
329894,11663,1
386925,11423,1
395236,11534,1
411593,12810,1
430629,10325,1
520898,12910,1
366772,11428,1
386162,11415,1
431803,12910,1
431837,12910,1
443629,11663,1
367392,11566,1
443649,11663,1
479170,11894,1
479372,10326,1
255424,11423,1
418029,11423,1
371346,11423,1
385750,11415,1
522305,12810,1
235793,12340,1
349173,12340,1
464653,10341,1
466713,10341,1
479113,10326,1
481896,11894,1
486336,13392,1
486951,13393,1
498640,13392,1
501475,11524,1
513172,12888,1
349162,12340,1
349179,11428,1
416961,10341,1
462341,12726,1
472370,11707,1
479114,11599,1
479362,11599,1
486335,13392,1
486944,13393,1
504649,13631,1
258167,11647,1
352519,11428,1
353846,11647,1
387144,11567,1
420637,12773,1
423169,11546,1
443222,11437,1
462340,12726,1
486318,13392,1
506211,13392,1
324227,12196,1
324291,12196,1
373744,12196,1
431937,11423,1
436427,11894,1
500594,12196,1
375397,10328,1
416926,10341,1
445624,10324,1
503039,11894,1
383531,11507,1
412436,11434,1
428262,12196,1
464049,12799,1
464651,10341,1
303213,11439,1
465876,10341,1
473387,11428,1
499495,13393,1
503110,11894,1
504841,13631,1
375372,10328,1
381261,11517,1
417228,10341,1
431777,12910,1
465883,10341,1
498637,13393,1
503125,11894,1
382406,11663,1
263163,11647,1
487597,13393,1
256282,11563,1
355634,10136,1
375653,10328,1
386708,11642,1
438515,13287,1
504826,13631,1
442069,12997,1
486338,13392,1
431156,10325,1
445606,10324,1
477438,12910,1
339409,12726,1
408144,12322,1
416965,10341,1
417867,11412,1
486814,13392,1
489228,13392,1
256319,11566,1
428263,12196,1
509014,12332,1
255128,11444,1
428240,12196,1
431151,10325,1
431551,12910,1
466129,10341,1
478133,11440,0
478133,11443,0
478133,11439,1
285900,11044,1
